,id,id_cart,id_currency,id_customer,current_state,order_rows,total_paid,total_products
108,127,910,1,157,5,93604497,42.120000,28.200000
109,128,892,1,158,5,93600543,268.680000,222.050000
110,129,928,1,161,5,93604556;93604555;93604545,40.420000,26.790000
111,132,938,1,164,6,2525281,538.060000,444.680000
112,133,920,1,152,6,2525281,538.060000,444.680000
113,134,943,1,152,6,2525281,164.580000,444.680000
114,135,940,1,165,5,93600697,359.550000,214.500000
115,136,953,1,166,5,93600062,218.710000,180.750000
116,137,963,1,165,5,93600694,275.200000,144.790000
117,138,977,1,148,5,93600352,30.430000,59.810000
118,141,979,1,170,5,93600975,119.940000,99.120000
119,142,994,1,173,5,93600545,286.000000,236.360000
120,143,1011,1,86,5,93600896,162.430000,134.240000
121,144,1013,1,174,5,2525298,125.330000,103.580000
122,145,1022,1,176,5,5107410;93600500,199.860000,165.180000
123,146,1037,1,179,5,5802207,97.940000,74.330000
124,147,1063,1,155,5,93600221,1.290000,61.130000
125,148,1042,1,184,5,2525267,316.510000,261.580000
126,149,1088,1,185,5,2525268,150.000000,123.970000
127,151,1092,1,181,5,93604987,230.000000,250.000000
128,153,1099,1,188,5,2525268,150.000000,123.970000
129,154,1103,1,189,5,5173907,314.930000,260.270000
130,155,1107,1,41,5,2525268,150.000000,123.970000
131,157,1119,1,192,5,93604209;93604464,86.470000,64.850000
132,158,1120,1,193,5,93600249,32.210000,20.010000
133,159,1054,1,194,5,93604212;93604466;93600715;93604991;93604210;93605063,101.350000,77.160000
134,160,1127,1,196,5,93604527,17.730000,8.040000
135,161,1128,1,197,5,2525268,150.000000,123.970000
136,162,1130,1,198,5,93600695,192.710000,159.260000
137,163,1131,1,199,5,93600910,52.950000,37.150000
138,164,1140,1,55,5,93600698,221.910000,183.400000
139,165,1141,1,203,5,5020304,123.690000,102.220000
140,166,1145,1,202,5,2525278,484.250000,400.210000
141,167,1138,1,201,5,5438511;93604533,253.870000,127.160000
142,168,1149,1,206,5,93604212;93604465,54.220000,38.200000
143,169,1150,1,207,5,93600369;93600202,109.370000,90.390000
144,170,1154,1,208,16,2525288,564.010000,466.120000
145,171,1161,1,211,5,93600693,157.680000,130.310000
146,172,1170,1,201,5,5174407;93604533,123.970000,102.450000
147,173,1173,1,212,5,93605188,230.280000,190.310000
148,174,1174,1,197,5,2525268,150.000000,123.970000
149,175,1168,1,213,5,93604574;93600692,213.880000,176.760000
150,176,1178,1,214,5,93600957,112.440000,92.930000
151,177,1179,1,215,5,93604271;93604212,49.960000,34.680000
152,178,1181,1,216,5,93600355,101.040000,76.890000
153,179,1186,1,219,5,93600972,97.940000,74.330000
154,180,1191,1,221,5,2525268,150.000000,123.970000
155,181,1198,1,197,5,2525268,150.000000,123.970000
156,182,1197,1,222,5,93600712;93600695,362.060000,299.220000
157,183,1199,1,223,5,2525268;93600700;93600889,451.480000,373.130000
158,184,1209,1,226,5,93604894,11.550000,2.930000
159,185,1217,1,208,5,2525287,8.000000,466.120000
160,186,1167,1,229,5,2525268,150.000000,123.970000
161,187,1234,1,231,6,93600093,104.860000,80.050000
162,188,1235,1,230,5,2525268,150.000000,123.970000
163,189,1238,1,232,5,93600694,157.680000,130.310000
164,190,1239,1,231,5,93605221,0.000000,57.910000
165,191,1240,1,233,5,93605001,101.190000,83.630000
166,192,1247,1,234,6,93604295,20.530000,10.360000
167,193,1254,1,237,5,2525268,150.000000,123.970000
168,194,1257,1,238,5,93600085,53.580000,37.670000
169,195,1249,1,239,5,93604462;93605250;93604211,105.850000,80.880000
170,196,1264,1,242,16,2525306,158.380000,130.890000
171,197,1277,1,244,5,2525268,150.000000,123.970000
172,198,1283,1,243,5,2525308,49.010000,164.790000
173,199,1305,1,155,5,93600222,68.520000,50.020000
174,200,1295,1,250,5,93605270,275.500000,227.690000
175,201,1307,1,251,5,93600254,26.510000,15.300000
176,202,1301,1,248,7,93600090,64.980000,47.090000
177,203,1344,1,257,5,93600124,64.970000,47.080000
178,204,1354,1,259,5,3339506,449.920000,371.830000
179,205,1385,1,261,5,93605191,32.990000,20.650000
180,206,1400,1,263,5,2978207,157.440000,130.120000
181,207,1404,1,266,5,6202704;93600889,106.760000,88.230000
182,208,1410,1,267,6,2525310,222.190000,183.630000
183,209,1421,1,270,5,93605221,78.070000,57.910000
184,210,1379,1,271,5,93600699,256.950000,212.360000
185,211,1428,1,272,5,93600695;93600889,254.520000,210.340000
186,212,1431,1,274,5,93604948,151.370000,125.100000
187,213,1438,1,275,5,93604520,57.620000,41.010000
188,214,1440,1,277,5,93600092;93600697,357.650000,254.260000
189,215,1457,1,279,6,2525294,112.800000,93.220000
190,216,1460,1,280,5,93600252,44.310000,30.010000
191,217,1468,1,282,6,93600545,286.250000,236.570000
192,218,1463,1,283,6,93600282,69.120000,50.510000
193,219,1470,1,284,6,93600438,30.450000,18.550000
194,220,1474,1,286,5,93604501,63.900000,46.200000
195,221,1483,1,288,5,93604497,38.710000,25.380000
196,222,1484,1,289,16,93600717,274.140000,226.560000
197,223,1487,1,164,5,93600669,41.700000,27.850000
198,224,1501,1,291,5,93600697,233.590000,193.050000
199,225,1512,1,294,5,93600707,140.160000,115.830000
200,226,1506,1,292,5,93600695,192.710000,159.260000
201,227,1490,1,289,5,2525282,92.350000,296.270000
202,228,1550,1,298,5,93600154,142.430000,117.710000
203,229,1509,1,299,5,93604596;93605302,88.310000,66.370000
204,230,1561,1,301,5,93604946,102.850000,85.000000
205,231,1587,1,272,5,93600697,220.620000,182.330000
206,232,1588,1,176,5,93604210,18.050000,24.820000
207,233,1607,1,203,5,5174907,254.930000,210.690000
208,234,1613,1,36,5,2956799;2962099,24.480000,13.620000
209,235,1634,1,309,5,93604902,66.380000,48.250000
210,236,1643,1,311,5,93605387,325.410000,268.930000
211,237,1650,1,120,5,93605298,32.990000,20.650000
212,238,1655,1,312,5,5164106;93604894,85.670000,64.190000
213,239,1664,1,313,5,93604210;93604462,51.170000,35.680000
214,240,1661,1,315,5,93605340,106.190000,87.760000
215,241,1656,1,312,7,93605419,61.070000,43.860000
216,242,1689,1,316,5,5852595,70.140000,51.360000
217,243,1700,1,319,5,93600537,263.370000,263.370000
218,244,1709,1,95,5,93600482;93600860,113.590000,104.930000
219,245,1568,1,320,5,93604318;93605055,104.010000,85.960000
220,246,1732,1,322,5,93600165,107.610000,88.930000
221,247,1616,1,306,5,93600225,36.460000,23.520000
222,248,1741,1,323,5,93605453,17.580000,7.920000
223,249,1755,1,278,5,93600689;93604857,214.860000,177.570000
224,250,1757,1,325,5,93604497,37.000000,23.970000
225,251,1776,1,329,5,93604588;93605267,202.830000,167.630000
226,252,1777,1,329,5,93604570;93604589,228.360000,188.730000
227,253,1779,1,103,5,93600997,265.560000,219.470000
228,254,1785,1,330,5,2978207,148.690000,122.880000
229,255,1790,1,86,5,93600206;93605130,74.930000,55.310000
230,256,1794,1,333,5,93605293;93604464;93604210;93604267,81.800000,60.990000
231,257,1807,1,203,5,93604894;93605248,41.040000,27.310000
232,258,1812,1,170,5,5296598;93605455,116.760000,96.500000
233,259,1809,1,336,5,93604589;93604618;4414807,100.810000,83.320000
234,260,1730,1,319,5,93604333;93604373,790.160000,790.160000
235,261,1775,1,338,5,93604651;93604588;93604618;93600508,145.880000,120.560000
236,262,1849,1,340,5,93600204;93600209;93604857,131.450000,108.640000
237,263,1850,1,324,5,93605084,339.780000,280.810000
238,264,1874,1,341,5,93600249,30.860000,18.890000
239,265,1882,1,342,5,93604267,18.460000,8.640000
240,266,1852,1,324,5,93600801,30.760000,25.420000
241,267,1884,1,343,5,93604667,180.570000,149.230000
242,268,1791,1,339,5,93605255;2525308;93605459,236.030000,195.070000
243,269,1900,1,346,5,93604966,318.680000,263.370000
244,270,1901,1,339,5,93600698;93605459,56.830000,196.000000
245,271,1932,1,348,6,93600142,699.480000,578.080000
246,272,1936,1,344,5,93605480,193.030000,159.530000
247,273,1942,1,349,5,93600704,126.850000,104.830000
248,274,1951,1,352,5,93604267;93604465;93604209;93604212;93604991;93600715,131.060000,108.310000
249,275,1873,1,353,5,93604538,228.370000,188.740000
250,276,1978,1,354,5,93605298,32.990000,20.650000
251,277,1972,1,356,5,93605302,33.960000,21.450000
252,278,1979,1,357,5,93605382;93605383,143.320000,118.440000
253,279,1984,1,357,5,93605384;93600880,165.710000,136.950000
254,280,1990,1,358,5,93604332,191.190000,158.010000
255,281,1981,1,136,5,6202704;93605395;93605407,161.340000,133.330000
256,282,2008,1,360,5,2909809,350.560000,289.720000
257,283,2011,1,359,5,93600698,209.580000,173.210000
258,284,2013,1,361,7,93600199;93600204,83.460000,62.370000
259,285,2000,1,362,5,93600799;93604464;93604210,110.860000,91.620000
260,286,2016,1,360,5,93604242;93604243;93600426,292.010000,257.910000
261,287,1897,1,299,5,93604211;93604210;93604467,70.970000,52.040000
262,288,2020,1,364,5,93604227;93604584,148.640000,122.840000
263,289,2027,1,360,5,2873910,180.570000,149.230000
264,290,2057,1,80,5,93604466;93604211;93604267,72.750000,53.510000
265,291,2063,1,367,5,93605106,276.080000,228.170000
266,292,2075,1,360,5,93600430,71.640000,52.600000
267,293,2080,1,353,5,93600927,148.690000,122.880000
268,294,2086,1,369,5,57400006,105.580000,87.260000
269,295,2072,1,136,5,93604740;4342809;93605400;93604652,236.730000,195.650000
270,296,2107,1,372,5,93600708,90.730000,68.370000
271,297,2096,1,370,5,93600698,209.580000,173.210000
272,298,2101,1,373,5,93604784,66.380000,48.250000
273,299,2112,1,312,5,2977302;2872810;93600802;93604714,255.770000,211.380000
274,300,2019,1,357,5,93600799;93600801,99.760000,82.440000
275,301,2118,1,374,16,93600200,36.590000,23.630000
276,302,2126,1,375,5,93605465,79.990000,59.500000
277,303,2134,1,377,5,93600076,45.660000,31.120000
278,304,2149,1,379,5,93604778;93604761,96.090000,72.800000
279,305,2153,1,380,5,93605298,57.980000,41.310000
280,306,2154,1,35,5,93605188,217.490000,179.740000
281,307,2157,1,381,5,93600068,106.530000,88.040000
282,308,2143,1,80,5,93604212;93604466;93604267;93604210;93605483;93604658,154.630000,127.800000
283,309,2161,1,382,5,93604916,61.760000,44.430000
284,310,2097,1,319,5,93604245,318.680000,263.370000
285,311,2173,1,383,5,93604497,37.000000,23.970000
286,312,2174,1,384,5,93605191,27.990000,16.520000
287,313,2193,1,386,5,93600130;93600545,687.440000,568.130000
288,314,2209,1,387,5,93600135;93605285;93600136,608.190000,502.640000
289,315,2240,1,390,5,93600703,126.850000,104.830000
290,316,2241,1,391,5,93600712,159.940000,132.180000
291,317,2245,1,392,5,93605484;93604267,99.740000,82.430000
292,318,2248,1,393,5,93600835,54.690000,38.590000
293,319,2259,1,395,5,93604468;93604650;93604503;93605369;93604278,259.990000,214.870000
294,320,2263,1,159,5,2872810;2958606;93604825,174.480000,144.190000
295,321,2266,1,397,6,5725108,383.470000,316.920000
296,322,2267,1,397,5,5725108,383.470000,316.920000
297,323,2271,1,176,5,93604508,40.970000,27.250000
298,324,2273,1,399,5,93605196,159.940000,132.180000
299,325,2275,1,400,6,93605191,27.990000,16.520000
300,326,2283,1,231,5,93605248,37.690000,24.540000
301,327,2294,1,402,5,93605494,53.330000,37.460000
302,328,2304,1,405,5,93600783;93600785,140.140000,115.810000
303,329,2217,1,388,7,93600160,269.030000,222.340000
304,330,2312,1,278,5,93604211;93604292;93604298,70.150000,51.370000
305,331,2314,1,407,5,93605260,19.640000,9.620000
306,332,2204,1,319,5,93600400,61.070000,43.860000
307,333,2322,1,409,5,93604276,171.730000,141.930000
308,334,2337,1,412,5,93605438,382.420000,316.050000
309,335,2346,1,353,5,93605316,100.440000,76.400000
310,336,2350,1,386,5,93605275;93605221,116.330000,96.140000
311,337,2351,1,415,5,93605505,52.410000,36.700000
312,338,2357,1,416,6,93600545,287.060000,237.240000
313,339,2362,1,417,5,93600136,93.020000,70.260000
314,340,2371,1,420,5,93600931,71.700000,52.640000
315,341,2367,1,416,5,93600545,287.060000,237.240000
316,342,2385,1,421,5,93604212;93604468,42.400000,28.430000
317,343,2328,1,423,5,93605139,99.990000,82.640000
318,344,2394,1,424,5,93604276,171.730000,141.930000
319,345,2397,1,425,5,93600076;93600705,125.260000,103.520000
320,346,2402,1,426,5,93604602;93600083,133.290000,110.160000
321,347,2417,1,428,5,93604546;93604295;93604532;93600225;93604294,83.280000,62.230000
322,348,2418,1,419,5,93604900,265.560000,219.470000
323,349,2426,1,430,5,93605103,329.200000,272.070000
324,350,2398,1,398,5,57185;59213;93605059;93604574,284.590000,235.200000
325,351,2437,1,432,5,93604603,111.500000,92.150000
326,352,2441,1,433,5,93605434,83.270000,62.210000
327,353,2443,1,434,5,5167697,50.400000,35.040000
328,354,2431,1,431,5,93605298;93605221,91.170000,68.730000
329,355,2445,1,435,5,93605316;93604740,134.890000,111.480000
330,356,2463,1,299,5,4414807;93604616;93604602,171.960000,142.120000
331,357,2442,1,439,5,29000009,145.060000,119.880000
332,358,2470,1,16,5,93604671,127.440000,105.320000
333,359,2458,1,442,5,57768,145.060000,119.880000
334,360,2474,1,441,5,93604279,151.910000,125.550000
335,361,2475,1,433,5,93605496,170.000000,170.000000
336,362,2489,1,446,5,93605191;93605285,86.560000,64.930000
337,363,2497,1,448,5,93600068;93600136;93600889,249.930000,206.550000
338,364,2501,1,449,5,93605139,99.990000,82.640000
339,365,2502,1,449,5,93605516,101.950000,84.260000
340,366,2498,1,450,5,93605266;93605265;93604584,371.700000,307.190000
341,367,2503,1,451,5,93605298,24.990000,14.040000
342,368,2480,1,444,5,93600225,37.290000,24.210000
343,369,2408,1,427,6,2525306,223.620000,123.620000
344,370,2521,1,453,5,93605191,20.740000,10.530000
345,371,2534,1,35,5,93605520,120.460000,99.550000
346,372,2478,1,353,5,93605511;93605521,30.260000,25.010000
347,373,2536,1,455,5,93600861,57.890000,41.230000
348,374,2537,1,373,5,93605518,200.000000,165.290000
349,375,2539,1,457,5,93600159;93600697;93600706,635.790000,442.800000
350,376,2541,1,458,5,5173907,329.310000,272.160000
351,377,2545,1,459,5,6202704,50.450000,35.080000
352,378,2551,1,460,5,93605453;93605104;93605297,402.480000,332.630000
353,379,2553,1,462,5,93605523,12.000000,3.310000
354,380,2556,1,367,5,93600801;93600950,126.330000,104.400000
355,381,2557,1,322,5,93605287;93600250,96.680000,73.290000
356,382,2142,1,463,5,93600418;93600421;93600422,201.710000,183.290000
357,383,2219,1,464,5,93604462;93605453;93604212;93605429;93604210,130.720000,108.040000
358,384,2570,1,278,5,93604438,106.190000,87.760000
359,385,2578,1,466,5,93600803,71.700000,52.640000
360,386,2583,1,471,5,93600395;93605191,110.560000,91.370000
361,387,2560,1,475,5,93600225,37.290000,24.210000
362,388,1871,1,435,5,93605525,22.220000,11.750000
363,389,2599,1,477,5,93604424,41.590000,34.370000
364,390,2601,1,478,5,93600708,90.730000,68.370000
365,391,2608,1,482,5,93600697,220.620000,182.330000
366,392,2627,1,458,5,93605227,403.670000,333.610000
367,393,2631,1,291,5,93600704;93605297,153.240000,126.640000
368,394,2635,1,484,5,93600955,159.320000,131.670000
369,395,2639,1,179,5,93605536,46.760000,32.030000
370,396,2640,1,485,5,5206708,265.560000,219.470000
371,397,2644,1,486,5,93604224,193.370000,159.810000
372,398,2650,1,456,7,93600708,90.730000,68.370000
373,399,2663,1,492,5,93600995,212.440000,175.570000
374,400,2673,1,495,5,93600698,209.580000,173.210000
375,401,2684,1,498,7,93600138,172.180000,142.300000
376,402,2691,1,500,5,93604373,61.070000,43.860000
377,403,2683,1,502,5,93605191,22.990000,12.390000
378,404,2701,1,501,7,93600700,212.610000,112.610000
379,405,2704,1,108,5,93604413,29.200000,17.520000
380,406,2705,1,498,7,93600137,149.580000,123.620000
381,407,2709,1,506,5,93600974;93604212;93605353,203.090000,167.840000
382,408,2710,1,333,5,93604212;93604210;93604279,173.870000,143.700000
383,409,2658,1,396,5,93600411;93605498;93600410,144.420000,144.420000
384,410,2723,1,480,5,93600695,107.060000,88.480000
385,411,2722,1,510,5,93600952;93600950;93600910;93604495,929.330000,768.030000
386,412,2716,1,507,5,93604541,276.180000,228.250000
387,413,2728,1,61,5,93605524,13.260000,10.960000
388,414,2732,1,512,5,93600698,209.580000,173.210000
389,415,2733,1,159,5,93605325;93600920,249.560000,206.250000
390,416,2735,1,513,5,93604373,61.070000,43.860000
391,417,2738,1,514,5,93600708;93605191,105.720000,80.760000
392,418,2739,1,515,5,2525289,747.910000,618.110000
393,419,2741,1,516,5,93600957;93600229;93600226;93600689;93604540;93600254,480.990000,397.510000
394,420,2721,1,498,5,93600698,209.580000,173.210000
395,421,2742,1,322,5,93600370,29.200000,17.520000
396,422,2743,1,517,5,5173907,329.310000,272.160000
397,423,2745,1,519,5,93600706,126.850000,104.830000
398,424,2753,1,520,5,93605103,329.200000,272.070000
399,425,2685,1,521,5,93604273;93604650,52.660000,36.910000
400,426,2757,1,523,5,93600641;93600640;93604935,228.270000,188.650000
401,428,2767,1,525,5,93604312,191.190000,158.010000
402,429,2774,1,527,5,93605103,329.200000,272.070000
403,430,2779,1,529,5,93605517,80.750000,60.120000
404,431,2782,1,159,5,57400006;93600933;93604373,211.510000,174.800000
405,432,2793,1,532,5,2978207,153.990000,127.260000
406,433,2794,1,159,5,93600668,39.820000,26.300000
407,434,2789,1,534,5,2962408,59.770000,42.790000
408,435,2813,1,481,5,93604550,350.510000,289.680000
409,436,2831,1,539,5,93600698,209.580000,173.210000
410,437,2836,1,541,5,93600225,37.290000,24.210000
411,438,2843,1,510,5,93600708;93600860;2525314;93605524,205.070000,169.480000
412,439,2864,1,543,5,93600711,132.370000,109.400000
413,440,2866,1,544,5,93600704,97.540000,74.000000
414,441,2869,1,319,5,9985092,25.110000,14.140000
415,442,2870,1,545,5,93604573,849.900000,702.400000
416,443,2878,1,481,5,93605196,159.940000,132.180000
417,444,2879,1,548,5,93600708,90.730000,68.370000
418,445,2730,1,549,5,93600078,51.040000,35.570000
419,446,2883,1,550,5,5714005,388.640000,321.190000
420,447,2891,1,552,5,5173907,329.310000,272.160000
421,448,2896,1,545,7,93600209,72.450000,53.260000
422,449,2894,1,553,5,2900609,310.900000,256.940000
423,453,2921,1,556,5,93600224,43.160000,29.060000
424,454,2768,1,463,5,93604210;93604650;93604528;93604493;93600576,185.560000,153.360000
425,455,2923,1,481,5,93605368,11.830000,9.780000
426,456,2895,1,558,5,93604210;93604991;93604212,24.540000,20.280000
427,457,2935,1,561,5,93600957,106.190000,87.760000
428,458,2900,1,563,5,5883088;5741108,922.920000,762.750000
429,459,2939,1,562,5,93600957,106.190000,87.760000
430,460,2937,1,564,5,93604209;93604212;93604464;93604275,105.790000,80.830000
431,461,2951,1,565,5,93605298,27.990000,16.520000
432,462,2918,1,557,5,93600789;93604414;93605098;93604652,483.050000,399.220000
433,463,2958,1,568,5,93600704,97.540000,74.000000
434,464,2952,1,566,5,93600260,70.870000,51.960000
435,465,2966,1,379,5,93605517,536.260000,443.190000
436,466,2969,1,563,5,5868889;5868789;5871406,480.240000,396.890000
437,467,2970,1,555,5,93604276,171.730000,141.930000
438,468,2971,1,336,5,93600435,82.320000,74.320000
439,469,2979,1,481,5,69200357,21.200000,17.520000
440,470,2982,1,571,5,93605517,30.490000,18.590000
441,471,2989,1,572,5,93605140,107.110000,88.520000
442,472,2990,1,573,5,93600870,60.790000,43.630000
443,473,3000,1,574,5,2525299,209.850000,173.430000
444,474,3006,1,576,5,93600224,43.160000,29.060000
445,475,3002,1,62,5,93600369;93600370;93600372,254.770000,210.560000
446,476,3019,1,577,5,93600805;93605260,66.330000,48.210000
447,477,3032,1,578,5,93605231,244.310000,201.910000
448,478,3034,1,131,5,93600500;93605130,106.140000,87.720000
449,479,3033,1,579,5,93604597;93604601;93604651,177.280000,146.520000
450,480,3038,1,569,5,93600889;5173907,446.070000,368.660000
451,481,3051,1,584,5,2525280,457.350000,377.980000
452,482,3052,1,583,5,93600700,136.260000,112.610000
453,483,3048,1,586,5,93604211;93604464;93604212;93605495,75.740000,55.990000
454,484,3061,1,572,5,93605559,71.780000,52.710000
455,486,3067,1,203,5,93600698;93605104,538.780000,445.280000
456,487,3090,1,588,5,93605103,329.200000,272.070000
457,488,3093,1,589,5,93600698,209.580000,173.210000
458,489,3103,1,590,5,93604503,74.010000,54.550000
459,490,3100,1,343,5,93605438,382.420000,316.050000
460,491,3107,1,591,5,93601003,103.570000,78.980000
461,492,3113,1,569,5,93605106,276.080000,228.170000
462,493,3114,1,592,5,93600097,104.860000,80.050000
463,494,3124,1,322,5,93600698,419.160000,346.410000
464,495,3127,1,596,5,93604267,18.460000,8.640000
465,496,3133,1,597,6,93605298,27.990000,16.520000
466,497,3134,1,544,5,93600705,95.600000,72.400000
467,498,2962,1,599,5,93600708,90.730000,68.370000
468,499,3143,1,600,5,93600698,209.580000,173.210000
469,500,3146,1,601,5,93600466,92.940000,70.200000
470,501,3147,1,602,5,93604894;93605533,47.730000,32.840000
471,502,3148,1,603,5,93605587,24.700000,20.410000
472,503,3030,1,604,5,2525286,511.160000,422.450000
473,504,3157,1,607,5,93604373,61.070000,43.860000
474,505,3118,1,594,5,93604212;93604468,42.400000,28.430000
475,506,3158,1,507,5,93600899,531.160000,438.980000
476,507,3174,1,609,5,93600136;93605297;93604420;93600663,222.970000,184.260000
477,508,3178,1,610,5,93600265,66.580000,48.410000
478,509,3183,1,386,5,93605507;93604945,126.740000,104.750000
479,510,3184,1,611,5,93604295,19.830000,9.780000
480,511,3186,1,612,5,93600250;93600249,54.290000,38.250000
481,512,3200,1,613,5,93605602;93604209,107.010000,88.440000
